,Application Year,Lens ID,Inventor
1079,2023,072-358-138-529-379,Neijssen Joost J
1080,2023,072-358-138-529-379,Blum Jordan
1081,2023,072-358-138-529-379,De Goeje Pauline Linda
1082,2023,072-358-138-529-379,De Jong Rob N
1083,2023,072-358-138-529-379,Kuzmanov Ivan
1084,2023,072-358-138-529-379,De Kreuk Bart-Jan
1085,2023,072-358-138-529-379,Beurskens Frank
1086,2023,072-358-138-529-379,Nürmberger Kristina
1087,2023,072-358-138-529-379,Beckmann Karsten
1088,2023,072-358-138-529-379,Hibbert Richard
1089,2023,072-358-138-529-379,Labrijn Aran F
1090,2023,072-358-138-529-379,Schuurman Janine
1091,2023,072-358-138-529-379,Gieseke Friederike
1092,2023,072-358-138-529-379,Muik Alexander
1093,2023,072-358-138-529-379,Paulmann Claudia
1094,2023,072-358-138-529-379,Breij Esther
1095,2023,072-358-138-529-379,Satijn David
1096,2023,072-358-138-529-379,Sahin Ugur
1097,2023,072-358-138-529-379,Guelen Lars
1098,2023,072-358-138-529-379,Garrido Castro Patricia
1099,2020,053-892-151-538-801,Shen Weijun
1100,2020,053-892-151-538-801,Lear Sam
1101,2020,053-892-151-538-801,Schultz Peter
1102,2020,053-892-151-538-801,Wang Feng
1103,2020,053-892-151-538-801,Fang Ray Changming
1104,2020,053-892-151-538-801,Lyu Xiaoxuan
1105,2020,053-892-151-538-801,Cao Yu J
1106,2018,141-475-160-109-104,Mclaughlin Margaret Elise
1107,2018,141-475-160-109-104,Dobson Jason Russell
1108,2018,141-475-160-109-104,Moody Susan
1109,2019,165-433-016-429-133,Pan Xin
1110,2019,165-433-016-429-133,Wang Lu
1111,2019,165-433-016-429-133,Yuan Xianglin
1112,2021,004-593-467-788-092,Peng Wang
1113,2021,004-593-467-788-092,Liu Junfeng
1114,2021,004-593-467-788-092,Guo Fei
1115,2021,004-593-467-788-092,Ji Haixia
1116,2021,004-593-467-788-092,Liu Jun
1117,2021,004-593-467-788-092,Sun Jinming
1118,2021,004-593-467-788-092,Lu Hejun
1119,2021,004-593-467-788-092,Lu Xiangqian
1120,2019,050-958-276-470-003,Sayour Elias
1121,2019,050-958-276-470-003,Mitchell Duane
1122,2018,007-412-775-193-051,Gu Zhen
1123,2018,007-412-775-193-051,Wang Chao
1124,2019,144-706-248-160-996,Forssmann Ulf
1125,2019,144-706-248-160-996,Janmaat Maarten
1126,2019,144-706-248-160-996,Ahmadi Tahamtan
1127,2019,144-706-248-160-996,Peeper Daniel
1128,2019,144-706-248-160-996,Boshuizen Julia
1129,2019,144-706-248-160-996,Pencheva Nora
1130,2019,144-706-248-160-996,Breij Esther
1131,2018,005-698-662-497-343,Gold Daniel P
1132,2016,149-882-538-774-261,Sennino Barbara
1133,2016,149-882-538-774-261,Busha David
1134,2016,149-882-538-774-261,Brennan Thomas
1135,2016,149-882-538-774-261,Bellovin David
1136,2019,165-538-566-455-476,Baneyx Guillaume
1137,2019,165-538-566-455-476,Guerreiro Nelson
1138,2019,052-616-853-231-567,Wang Yan
1139,2019,052-616-853-231-567,Sun Dongxu
1140,2019,052-616-853-231-567,Gordon Catherine
1141,2019,052-616-853-231-567,Williams Samuel A
1142,2022,076-078-920-590-144,Guo Linsong
1143,2022,076-078-920-590-144,Zhan Xiaolan
1144,2022,026-036-770-104-323,Li Kun
1145,2022,026-036-770-104-323,Zhu Jie
1146,2022,026-036-770-104-323,Liu Wei
1147,2022,026-036-770-104-323,Liu Junfeng
1148,2022,026-036-770-104-323,Guo Fei
1149,2022,026-036-770-104-323,Tao Zhigang
1150,2022,026-036-770-104-323,Ji Haixia
1151,2022,026-036-770-104-323,Liu Jun
1152,2022,026-036-770-104-323,Sun Jinming
1153,2022,026-036-770-104-323,Lu Hejun
1154,2022,027-478-728-272-168,Hong Kyeong Hee
1155,2022,027-478-728-272-168,Ha Sang Jun
1156,2022,027-478-728-272-168,Kim Myeong Joon
1157,2022,113-169-705-959-029,Wang Yajun
1158,2022,113-169-705-959-029,Jiang Huichun
1159,2022,113-169-705-959-029,Zhou Wenmei
1160,2022,113-169-705-959-029,Wang Jiangang
1161,2022,113-169-705-959-029,Wu Mingyuan
1162,2022,113-169-705-959-029,Ding Huiqin
1163,2020,045-602-948-895-672,Wang Yuqi
1164,2020,045-602-948-895-672,Zhang Chunliu
1165,2020,045-602-948-895-672,Xu Yaping
1166,2020,045-602-948-895-672,Yang Lin
1167,2020,045-602-948-895-672,Guan Yanfang
1168,2020,045-602-948-895-672,Li Jin
1169,2020,045-602-948-895-672,Yi Xin
1170,2018,015-592-494-169-144,Luo Lian-Xiang
1171,2018,015-592-494-169-144,Leung Elaine Lai-Han
1172,2018,015-592-494-169-144,Hsiao Wen-Luan Wendy
1173,2018,015-592-494-169-144,Liang Liu
1174,2018,015-592-494-169-144,Jiang Zhi-Hong
1175,2019,079-313-153-838-538,Yu Ganxiang
1176,2019,079-313-153-838-538,Yang Hui
1177,2019,079-313-153-838-538,Wang Zhilei
1178,2019,079-313-153-838-538,Xu Yangzhi
1179,2019,079-313-153-838-538,Wang Kunyuan
1180,2019,079-313-153-838-538,Lin Jia'En
1181,2019,079-313-153-838-538,Gu Chengxin
1182,2020,031-780-825-849-733,Ohnuma Kei
1183,2020,031-780-825-849-733,Hatano Ryo
1184,2020,031-780-825-849-733,Morimoto Chikao
1185,2021,127-716-772-447-566,Ong Jason Yi-Feng
1186,2021,127-716-772-447-566,Buhana Kevin S
1187,2022,182-446-140-334-085,Geffen Yifat
1188,2022,182-446-140-334-085,Getz Gad
1189,2022,182-446-140-334-085,Roh Whijae
1190,2018,146-348-976-859-32X,Xu Zhenyu
1191,2018,146-348-976-859-32X,Xiang Chunsheng
1192,2018,146-348-976-859-32X,Yu Yanchun
1193,2019,018-765-574-716-306,Bexon Alice
1194,2019,018-765-574-716-306,Diaz Rosa Marie
1195,2019,018-765-574-716-306,Russell Stephen J
1196,2019,018-765-574-716-306,Peng Kah-Whye
1197,2021,186-285-815-017-020,Im So Jeong
1198,2021,186-285-815-017-020,Lee Jong Dae
1199,2021,186-285-815-017-020,Kang Hu Won
1200,2021,186-285-815-017-020,Jo Ara
1201,2021,186-285-815-017-020,Kim Jae Yong
1202,2021,186-285-815-017-020,Yun Hyo Jeong
1203,2021,186-285-815-017-020,Seong Rack Seon
1204,2021,186-285-815-017-020,Kim Jin Young
1205,2021,186-285-815-017-020,Lee Seul Gi
1206,2021,186-285-815-017-020,Lee Gyu Ok
1207,2021,186-285-815-017-020,Shin Ja Won
1208,2021,186-285-815-017-020,Kim Yong Uk
1209,2021,186-285-815-017-020,Choi Chul Yung
1210,2021,186-285-815-017-020,Park Sung Yoon
1211,2022,158-152-470-994-20X,Ishiguro Susumu
1212,2022,158-152-470-994-20X,Tamura Masaaki
1213,2022,158-152-470-994-20X,Singam Ettayapuram Ramaprasad Azhagiya
1214,2022,158-152-470-994-20X,Comer Jeffrey
1215,2019,103-839-344-540-042,Huang Kie Kyon
1216,2019,103-839-344-540-042,Demircioglu Deniz
1217,2019,103-839-344-540-042,Sundar Raghav
1218,2019,103-839-344-540-042,Tan Patrick
1219,2019,103-839-344-540-042,Goke Jonathan
1220,2019,103-839-344-540-042,Qamra Aditi
1221,2022,191-807-628-988-493,Yi Hong
1222,2022,191-807-628-988-493,Yu Zhengzheng
1223,2022,191-807-628-988-493,Lu Shanshan
1224,2022,191-807-628-988-493,Huang Wei
1225,2022,191-807-628-988-493,Xiao Zhiqiang
1226,2022,191-807-628-988-493,Liu Yunya
1227,2017,102-367-726-750-767,Takano Hirotsugu
1228,2017,102-367-726-750-767,Yoshida Takao
1229,2017,102-367-726-750-767,Shoyama Akiko
1230,2017,058-332-255-917-159,Vandenberghe Isabelle
1231,2017,058-332-255-917-159,Ferre Pierre
1232,2017,058-332-255-917-159,Kruczynski Anna
1233,2017,133-240-860-791-582,Segui Bruno
1234,2017,133-240-860-791-582,Levade Thierry
1235,2017,133-240-860-791-582,Andrieu-Abadie Nathalie
1236,2017,133-240-860-791-582,Meyer Nicolas
1237,2017,133-240-860-791-582,Imbert Caroline
1238,2017,133-240-860-791-582,Colacios Viatgé Céline
1239,2020,065-873-177-938-59X,Lu Lu
1240,2020,065-873-177-938-59X,Qiu Yatao
1241,2020,065-873-177-938-59X,Jiang Yin
1242,2020,065-873-177-938-59X,Wang Tianyu
1243,2020,065-873-177-938-59X,Qi Zhihao
1244,2020,065-873-177-938-59X,Zhang Kuojun
1245,2020,065-873-177-938-59X,Zhang Wanheng
1246,2020,065-873-177-938-59X,Jiang Sheng
1247,2020,065-873-177-938-59X,Xiao Yibei
1248,2020,065-873-177-938-59X,Hao Haiping
1249,2022,162-454-463-408-821,Amemiya Takahiro
1250,2022,162-454-463-408-821,Suzuki Hiroshi
1251,2022,162-454-463-408-821,Honma Masashi
1252,2022,162-454-463-408-821,Kariya Yoshiaki
1253,2021,170-219-438-092-503,Huang Lan
1254,2021,170-219-438-092-503,Gloria Tsi-Yie Lee
1255,2022,109-901-029-755-169,Xiang Yujin
1256,2022,109-901-029-755-169,Zhang Xiaowei
1257,2022,109-901-029-755-169,Gao Yuzhen
1258,2022,109-901-029-755-169,Li Pingping
1259,2022,109-901-029-755-169,Hua Fang
1260,2022,109-901-029-755-169,Yu Jiaojiao
1261,2022,109-901-029-755-169,Cui Bing
1262,2019,131-179-565-760-748,Zheng Quan
1263,2021,135-592-225-857-361,He Nanhai
1264,2021,135-592-225-857-361,Yu Zhiyong
1265,2021,135-592-225-857-361,Chen Peng
1266,2021,135-592-225-857-361,Lu Yang
1267,2020,060-437-494-159-693,Liao Cheng
1268,2020,060-437-494-159-693,Zhang Lan
1269,2020,009-807-357-332-265,Qin Cong
1270,2020,009-807-357-332-265,Zhu Jie
1271,2020,009-807-357-332-265,Zhang Qing
1272,2020,009-807-357-332-265,Huang Dong
1273,2020,009-807-357-332-265,Zhu Weixing
1274,2020,009-807-357-332-265,Chen Yonggang
1275,2020,009-807-357-332-265,Guan Huiping
1276,2020,009-807-357-332-265,Hao Xuhui
1277,2020,009-807-357-332-265,Liu Jing
1278,2020,009-807-357-332-265,Li Shaobo
1279,2020,009-807-357-332-265,Liu Qiang
1280,2020,020-617-533-121-864,Zhu Fuxiang
1281,2020,020-617-533-121-864,Liao Cheng
1282,2020,020-617-533-121-864,Lianshan Zhang
1283,2020,020-617-533-121-864,Sun Piao-Yang
1284,2020,020-617-533-121-864,Zhang Lan
1285,2020,020-617-533-121-864,Zhang Man
1286,2021,169-946-686-898-341,Kondo Maki
1287,2018,142-705-640-638-264,Wang Weiwei
1288,2018,142-705-640-638-264,Gong Chaojun
1289,2018,142-705-640-638-264,Zhang Qing
1290,2018,142-705-640-638-264,Xi Baoxin
1291,2018,142-705-640-638-264,Mao Jiarong
1292,2018,142-705-640-638-264,Liu Lifeng
1293,2018,142-705-640-638-264,Zhou Fusheng
1294,2018,142-705-640-638-264,Guan Huiping
1295,2018,142-705-640-638-264,Peng Jianbiao
1296,2018,142-705-640-638-264,Lin Chonglan
1297,2018,142-705-640-638-264,Chen Xi
1298,2018,142-705-640-638-264,Peng Guan
1299,2021,152-985-923-888-193,Jensen Mads Aabo
1300,2021,152-985-923-888-193,Stenvang Jan
1301,2023,145-553-861-441-78X,Yan Shiqi
1302,2023,145-553-861-441-78X,Zhou Jieyu
1303,2023,145-553-861-441-78X,Zhang Wenling
1304,2023,145-553-861-441-78X,Li Guiyuan
1305,2023,145-553-861-441-78X,Lee Ha-Woo
1306,2023,145-553-861-441-78X,Fan Songqing
1307,2023,145-553-861-441-78X,Guo Yilin
1308,2023,145-553-861-441-78X,Jiang Su
1309,2023,145-553-861-441-78X,Xiong Wei
1310,2023,145-553-861-441-78X,Tian Ziying
1311,2023,145-553-861-441-78X,Liu Ying
1312,2023,145-553-861-441-78X,Ge Junshang
1313,2023,145-553-861-441-78X,Feng Ranran
1314,2023,145-553-861-441-78X,Zhou Qing
1315,2023,145-553-861-441-78X,Shi Lei
1316,2016,154-032-788-838-416,Kristen Pierce
1317,2016,154-032-788-838-416,Robert Sikorski
1318,2016,154-032-788-838-416,Majid Ghoddusi
1319,2016,154-032-788-838-416,Servando Palencia
1320,2016,154-032-788-838-416,Janine Powers
1321,2016,154-032-788-838-416,Kartik Krishnan
1322,2023,158-876-537-521-305,Chen Gang
1323,2023,158-876-537-521-305,Yang Bin
1324,2023,158-876-537-521-305,Cui Yaoyuan
1325,2023,158-876-537-521-305,Fu Yu
1326,2023,158-876-537-521-305,Sun Chaoyang
1327,2023,085-604-243-491-141,Murai Hiroki
1328,2023,085-604-243-491-141,Takehara Tetsuo
1329,2023,085-604-243-491-141,Kodama Takahiro
1330,2020,115-781-122-673-444,Balachandran Vinod
1331,2020,115-781-122-673-444,Moral John Alec
1332,2020,115-781-122-673-444,Merghoub Taha
1333,2019,043-195-620-213-764,Muto Manabu
1334,2019,043-195-620-213-764,Nomura Motoo
1335,2018,053-168-967-289-783,Ari Vanderwalde
1336,2018,053-168-967-289-783,Mohamed Shabooti
1337,2021,111-742-967-823-347,Mazzone Massimiliano
1338,2020,013-270-833-727-151,Mccoy Kathleen Dora
1339,2020,013-270-833-727-151,Mager Lukas Franz
1340,2020,015-175-417-262-495,Li Lei
1341,2020,015-175-417-262-495,Wang Chunru
1342,2020,015-175-417-262-495,Zhen Mingming
1343,2016,160-463-221-091-106,Dummer Reinhard
1344,2016,160-463-221-091-106,Wischhusen Jörg
1345,2016,160-463-221-091-106,Mehling Matthias
1346,2016,160-463-221-091-106,Haake Markus
1347,2018,146-152-593-459-148,Petruzzelli Lilli
1348,2018,146-152-593-459-148,Faris Jason
1349,2018,146-152-593-459-148,Kazani Shamsah
1350,2018,146-152-593-459-148,Macisaac Kenzie
1351,2018,146-152-593-459-148,Strieter Robert
1352,2018,146-152-593-459-148,Wiesmann Marion
1353,2018,146-152-593-459-148,Dranoff Glenn
1354,2018,146-152-593-459-148,Sharp Fiona
1355,2018,146-152-593-459-148,Sandham David
1356,2018,146-152-593-459-148,Sabatos-Peyton Catherine
1357,2018,146-152-593-459-148,Crystal Adam
1358,2018,146-152-593-459-148,Mataraza Jennifer
1359,2018,146-152-593-459-148,Press Neil
1360,2018,146-152-593-459-148,Cameron John
1361,2018,146-152-593-459-148,Hoffmaster Keith
1362,2018,146-152-593-459-148,Kwak Eunice
1363,2020,014-060-606-509-489,Hirai Hiroshi
1364,2020,014-060-606-509-489,Matsuoka Kazuaki
1365,2020,014-060-606-509-489,Yonekura Kazuhiko
1366,2019,174-954-360-365-810,Iwai Yoshiko
1367,2019,174-954-360-365-810,Gemma Akihiko
1368,2019,174-954-360-365-810,Seike Masahiro
1369,2022,053-243-457-813-503,Wu Leyang
1370,2022,053-243-457-813-503,Hua Zichun
1371,2022,053-243-457-813-503,Bao Feifei
1372,2021,104-628-471-267-911,Huang Yue
1373,2021,104-628-471-267-911,Yang Wenqing
1374,2021,104-628-471-267-911,Li Xinxin
1375,2021,104-628-471-267-911,Xue Liting
1376,2021,104-628-471-267-911,Ren Jinsheng
1377,2021,104-628-471-267-911,Tang Renhong
1378,2017,123-598-718-788-212,Miskin Hari P
1379,2017,123-598-718-788-212,Sportelli Peter
1380,2017,123-598-718-788-212,Weiss Michael S
1381,2018,159-340-419-798-021,Ota Yosuke
1382,2018,159-340-419-798-021,Otsubo Takeshi
1383,2023,020-785-392-096-994,Williams Amy Joy
1384,2023,020-785-392-096-994,Bergqvist Mattias
1385,2019,183-371-726-737-415,Madan Jay
1386,2016,128-185-186-141-579,Chesney Jason
1387,2016,128-185-186-141-579,Yaddanapudi Kavitha
1388,2016,128-185-186-141-579,Telang Sucheta
1389,2021,144-893-644-038-227,Jung Eun-Ah
1390,2021,144-893-644-038-227,Kim Yoon-Suk
1391,2021,144-893-644-038-227,Kim Hyun-Ryung
1392,2021,144-893-644-038-227,Kim Dae-Hyun
1393,2021,189-022-368-989-892,Xu Ruihua
1394,2021,189-022-368-989-892,Zhao Xia
1395,2023,077-178-129-267-227,Xiao Xue
1396,2020,044-845-170-499-360,Salem Joe-Elie
1397,2020,044-845-170-499-360,Anquetil Céline
1398,2020,044-845-170-499-360,Allenbach Yves
1399,2022,182-358-682-940-899,He Nanhai
1400,2022,182-358-682-940-899,Yang Donghui
1401,2022,182-358-682-940-899,Qiu Qingchong
1402,2022,182-358-682-940-899,Lu Yang
1403,2022,017-934-925-232-193,Guo Linsong
1404,2022,017-934-925-232-193,Zhan Xiaolan
1405,2022,153-438-471-697-073,Khazanov Nikolay
1406,2022,153-438-471-697-073,Tomlins Scott
1407,2022,153-438-471-697-073,Johnson David
1408,2022,153-438-471-697-073,Rhodes Daniel
1409,2021,164-590-503-836-011,Madan Jay
1410,2021,164-590-503-836-011,Laumas Sandeep
1411,2023,138-550-144-924-757,Abrams Marc
1412,2023,138-550-144-924-757,Ganesh Shanthi
1413,2021,160-243-182-452-970,Chen Ya-Chi
1414,2021,160-243-182-452-970,Zhang Qing
1415,2021,160-243-182-452-970,Mariano Machado Robson Jose
1416,2021,160-243-182-452-970,Ramanathan Girish Sandhya
1417,2021,160-243-182-452-970,Harbron Christopher George
1418,2021,160-243-182-452-970,Heinzmann Dominik
1419,2021,160-243-182-452-970,Julian Almarcegui Cristina
1420,2021,160-243-182-452-970,Chanu Pascal Francois
1421,2022,172-131-015-844-167,Sivanandhan Dhanalakshmi
1422,2022,172-131-015-844-167,Sadhu Naveen
1423,2022,172-131-015-844-167,Rajagopal Sridharan
1424,2022,172-131-015-844-167,Mohd Zainuddin
1425,2016,108-749-422-021-84X,Yuan Guojun
1426,2016,108-749-422-021-84X,Cuillerot Jean-Marie
1427,2016,108-749-422-021-84X,Heydebreck Anja Von
1428,2022,025-842-143-691-514,Kang So Young
1429,2022,025-842-143-691-514,Kim Kyoung Mee
1430,2022,074-337-648-194-900,Xu Ruihua
1431,2022,074-337-648-194-900,Zhao Xia
1432,2018,045-034-862-875-686,Herbener Peter
1433,2018,045-034-862-875-686,Lemke Sylvia
1434,2018,045-034-862-875-686,Koenig Martin
1435,2018,045-034-862-875-686,Hueber Christian
1436,2018,045-034-862-875-686,Wollersheim Alexandra
1437,2018,045-034-862-875-686,Uherek Christoph
1438,2020,066-153-062-151-720,Yan Jianfa
1439,2019,106-621-318-608-645,Cheng Binbin
1440,2019,106-621-318-608-645,Chen Jianjun
1441,2020,153-356-287-741-194,Yan Jianfa
1442,2020,033-114-898-130-111,Huang Dong
1443,2020,033-114-898-130-111,Zhu Weixing
1444,2020,033-114-898-130-111,Chen Yonggang
1445,2020,033-114-898-130-111,Liu Lifeng
1446,2020,033-114-898-130-111,Guan Huiping
1447,2018,148-315-766-361-912,Millevoi Stefania
1448,2018,148-315-766-361-912,Franchini Don-Marc
1449,2018,148-315-766-361-912,Lanvin Olivia
1450,2018,148-315-766-361-912,Fournie Jean-Jacques
1451,2020,193-138-984-888-509,Fujino Masayuki
1452,2020,193-138-984-888-509,Moriya Yukiko
1453,2020,193-138-984-888-509,Rii Ko
1454,2022,134-687-101-963-280,Li Ping
1455,2022,134-687-101-963-280,Zheng Xiaoman
1456,2022,134-687-101-963-280,Zhou Qiuyun
1457,2022,134-687-101-963-280,Liu Yangyang
1458,2020,171-440-879-918-154,Srivastava Shivani
1459,2020,171-440-879-918-154,Abaskharoun Mena
1460,2021,189-239-562-343-697,Yang Fei
1461,2021,189-239-562-343-697,Zhang Yongxian
1462,2021,189-239-562-343-697,Chen Zhui
1463,2021,189-239-562-343-697,Yu Hongping
1464,2021,189-239-562-343-697,Xu Yaochang
1465,2021,189-239-562-343-697,Zhang Ming
1466,2021,189-239-562-343-697,Zhao Baowei
1467,2017,197-099-288-127-139,Hirotani Kenji
1468,2017,197-099-288-127-139,Nakagawa Kazuhiko
1469,2017,197-099-288-127-139,Yonesaka Kimio
1470,2022,039-528-632-542-416,Essigman Benjamin
1471,2022,039-528-632-542-416,Kim Nayoung
1472,2022,039-528-632-542-416,Donato Cinzia
1473,2022,039-528-632-542-416,Park Woong Yang
1474,2016,171-990-951-151-477,Awuah Samuel Gorman
1475,2016,171-990-951-151-477,Aldajani Mohammed Abdulfattah
1476,2016,171-990-951-151-477,Lippard Stephen J
1477,2022,020-836-444-269-664,Riess Olaf
1478,2022,020-836-444-269-664,Hilke Franz Joachim
1479,2022,020-836-444-269-664,Röcken Martin
1480,2022,020-836-444-269-664,Brenner Ellen
1481,2021,055-537-904-834-426,Mangukiya Hitesh Bhagavanbhai
1482,2021,055-537-904-834-426,Huang Cai Gu
1483,2019,119-189-540-124-889,Lewis Nancy
1484,2019,119-189-540-124-889,Mcwhirter Sarah
1485,2019,078-171-223-560-117,Fujita Yasunori
1486,2019,078-171-223-560-117,Kato Taku
1487,2019,078-171-223-560-117,Ito Masafumi
1488,2019,078-171-223-560-117,Kawakami Kyojiro
1489,2019,078-171-223-560-117,Nakane Keita
1490,2019,078-171-223-560-117,Horie Kengo
1491,2019,078-171-223-560-117,Mizutani Kosuke
1492,2018,157-902-682-122-722,Fury Matthew G
1493,2018,157-902-682-122-722,Israel Lowy
1494,2023,074-430-460-785-625,Yu Dan
1495,2023,074-430-460-785-625,Zhang Jiahui
1496,2023,074-430-460-785-625,Shi Hui
1497,2023,074-430-460-785-625,Zhang Xu
1498,2023,074-430-460-785-625,Xu Wenrong
1499,2023,074-430-460-785-625,Ji Cheng
1500,2023,074-430-460-785-625,Qian Hui
1501,2016,085-704-063-540-83X,Rothbaum Wayne
1502,2016,085-704-063-540-83X,Lannutti Brian
1503,2022,082-842-189-617-624,Josephson Neil C
1504,2022,082-842-189-617-624,Proctor Jeffrey Ryan
1505,2022,082-842-189-617-624,Davies Rupert H
1506,2020,134-930-488-297-995,Lopes Jared
1507,2020,134-930-488-297-995,Winquist Raymond J
1508,2020,134-930-488-297-995,Losey Heather C
1509,2022,192-587-798-186-041,Liu Chengming
1510,2022,192-587-798-186-041,Zheng Sufei
1511,2022,192-587-798-186-041,Lu Zhiliang
1512,2022,192-587-798-186-041,Sun Nan
1513,2022,192-587-798-186-041,He Jie
1514,2017,098-936-420-612-702,Dai Chengliang
1515,2017,098-936-420-612-702,Sun Zhijian
1516,2017,098-936-420-612-702,Luo Lusong
1517,2022,123-923-668-979-120,Josephson Neil C
1518,2022,123-923-668-979-120,Proctor Jeffrey Ryan
1519,2022,123-923-668-979-120,Davies Rupert H
1520,2019,069-504-108-527-844,Chen Lieping
1521,2019,069-504-108-527-844,Wang Jun
1522,2019,069-504-108-527-844,Zheng Timothy
1523,2019,069-504-108-527-844,Blair David A
1524,2022,101-570-902-149-08X,Peng Xiaopeng
1525,2022,101-570-902-149-08X,Chen Jianjun
1526,2022,116-674-029-673-493,Du Peng
1527,2022,116-674-029-673-493,Liu Qing
1528,2022,116-674-029-673-493,Liao Yiwei
1529,2022,116-674-029-673-493,Zhang Jin
1530,2022,116-674-029-673-493,Wu Minghua
1531,2018,154-257-652-119-049,Koh Andrew Y
1532,2018,154-257-652-119-049,Frankel Arthur E
1533,2021,131-594-104-956-703,Wu Wentao
1534,2021,131-594-104-956-703,Xu Yinglin
1535,2021,000-927-154-311-949,Nabet Barzin Y
1536,2021,000-927-154-311-949,Shahrokh Esfahani Mohammad
1537,2021,000-927-154-311-949,Alizadeh Arash Ash
1538,2021,000-927-154-311-949,Diehn Maximilian
1539,2023,021-961-661-417-909,Tomassetti Sarah
1540,2023,021-961-661-417-909,Onyshchenko Mykola
1541,2017,071-517-656-078-087,Felsher Dean W
1542,2017,071-517-656-078-087,Casey Parks Stephanie C
1543,2019,047-468-987-170-63X,Togashi Yosuke
1544,2019,047-468-987-170-63X,Honda Atsushi
1545,2019,047-468-987-170-63X,Takeda Kazuhiko
1546,2019,047-468-987-170-63X,Yoshida Takao
1547,2019,047-468-987-170-63X,Ohyama Yukiya
1548,2019,047-468-987-170-63X,Murata Masayuki
1549,2019,047-468-987-170-63X,Oyagi Atsushi
1550,2019,047-468-987-170-63X,Nishikawa Hiroyoshi
1551,2019,047-468-987-170-63X,Kakinuma Toru
1552,2019,047-468-987-170-63X,Koda Kenichi
1553,2020,147-338-385-125-84X,Yang Fei
1554,2020,147-338-385-125-84X,Zhang Yongxian
1555,2020,147-338-385-125-84X,Yu Hongping
1556,2020,147-338-385-125-84X,Xu Yaochang
1557,2020,147-338-385-125-84X,Chen Zhui
1558,2021,185-927-557-789-698,Theodorescu Dan
1559,2021,185-927-557-789-698,Chan Keith
1560,2021,185-927-557-789-698,You Sungyong
1561,2018,155-736-366-205-960,Reeves Patrick
1562,2018,155-736-366-205-960,Chen Huabiao
1563,2018,155-736-366-205-960,Gelfand Jeffrey A
1564,2018,155-736-366-205-960,Poznansky Mark C
1565,2018,155-736-366-205-960,Mccormack Stephen J
1566,2018,155-736-366-205-960,Callahan Michael
1567,2020,135-889-553-864-525,Selvan Senthamil
1568,2020,135-889-553-864-525,Bertenshaw Greg P
1569,2020,135-889-553-864-525,Parekh Palak
1570,2020,135-889-553-864-525,Chandok Meena
1571,2020,135-889-553-864-525,Murphy William
1572,2020,135-889-553-864-525,Smith Marika Magdelena
1573,2021,195-729-903-803-866,Xu Yungen
1574,2021,195-729-903-803-866,Zhang Hongbo
1575,2021,195-729-903-803-866,Xia Yu
1576,2021,195-729-903-803-866,Du Huijie
1577,2021,195-729-903-803-866,Yu Chunqiu
1578,2021,195-729-903-803-866,Li Hui
1579,2021,195-729-903-803-866,Zhu Qihua
1580,2021,195-729-903-803-866,Zou Yi
1581,2021,195-729-903-803-866,Huang Shihui
1582,2021,016-858-527-775-696,Qin Cong
1583,2021,016-858-527-775-696,Zhang Qing
1584,2021,016-858-527-775-696,Zhu Weixing
1585,2021,016-858-527-775-696,Zhao Zhiming
1586,2021,016-858-527-775-696,Guan Huiping
1587,2021,016-858-527-775-696,Hao Xuhui
1588,2021,016-858-527-775-696,Li Shaobo
1589,2021,016-858-527-775-696,Liu Qiang
1590,2017,149-959-708-586-662,Lin Dang
1591,2017,149-959-708-586-662,Hu Hai
1592,2017,149-959-708-586-662,Huang Lu
1593,2017,149-959-708-586-662,Xu Yong
1594,2020,143-954-711-362-650,Honda Atsushi
1595,2020,143-954-711-362-650,Murata Masayuki
1596,2020,143-954-711-362-650,Ohyama Yukiya
1597,2020,143-954-711-362-650,Oyagi Atsushi
1598,2020,143-954-711-362-650,Nishikawa Hiroyoshi
1599,2020,143-954-711-362-650,Kakinuma Toru
1600,2019,078-701-295-308-717,Tao Weiping
1601,2019,078-701-295-308-717,Li Yuan
1602,2019,078-701-295-308-717,Wu Long
1603,2016,077-423-058-284-092,Welsh James
1604,2016,077-423-058-284-092,Cortez Maria Angelica
1605,2016,077-423-058-284-092,Bader Andreas
1606,2016,183-676-647-534-49X,Odagami Takenao
1607,2016,183-676-647-534-49X,Kouji Hiroyuki
1608,2016,183-676-647-534-49X,Ozawa Yoichi
1609,2016,183-676-647-534-49X,Hori Yusaku
1610,2015,043-044-875-794-945,Rosengren Sanna
1611,2015,043-044-875-794-945,Shepard H Michael
1612,2015,043-044-875-794-945,Thompson Curtis B
1613,2022,135-236-954-038-648,Lennon-Dumenil Ana-Maria
1614,2022,135-236-954-038-648,Lacerda Livia
1615,2022,135-236-954-038-648,Sanseau Doriane
1616,2022,135-236-954-038-648,Moreau Hélène
1617,2019,061-953-990-895-574,Shuman Stewart
1618,2019,061-953-990-895-574,Deng Liang
1619,2019,061-953-990-895-574,Merghoub Taha
1620,2019,061-953-990-895-574,Yan Wei
1621,2019,061-953-990-895-574,Wolchok Jedd
1622,2019,061-953-990-895-574,Wang Weiyi
1623,2021,013-096-360-972-497,Wu Yanling
1624,2021,013-096-360-972-497,Zhou Shijia
1625,2021,013-096-360-972-497,Zhang Hua
1626,2021,013-096-360-972-497,Zhang Wen
